BuildingGuid,BuildingName,Street,HouseNumber,City,PostalCode,Region,Country,Continent
e33643b6-a2d5-4899-b002-539d815b1b7c,NSW National Head Office- - -1482 1484,Building D Sir Joseph Banks Co. Lord Street,36-38,Botany,2019,Australia,Australia,Australia and Oceania
cb9248b0-28d8-456c-a616-54b6f1210aab,QLD Townsville Office- - -1511 1513,Keane Street,62,Currajong,4812,Australia,Australia,Australia and Oceania
e963a6d3-e014-40c5-991b-010d58368940,QLD Eagle Farm Office- - -1509 1511,Amy Johnson Place,71,Eagle Farm,4009,Australia,Australia,Australia and Oceania
db97327a-99e9-41bb-8e14-64c99b2e849a,ACT Branch Office- - -1372 1374,Beaconsfield Street,15,Fyshwick,2609,Australia,Australia,Australia and Oceania
e6bf69bd-3d77-486c-abad-62bbf216fa27,VIC Branch Office- - -2046 2048,Wirraway Drive,48,Port Melbourne,3207,Australia,Australia,Australia and Oceania
50636edb-94f4-4cf7-be77-d4cdcda85447,NSW Sydney CBD Office 2539,Kent Street,189,Sydney,2000,Australia,Australia,Australia and Oceania
c47aec8e-f591-4604-9ca4-6319f9cfdc35,NSW Newcastle Office- - -1483 1485,Revelation Close,6,Tighes Hill,2297,Australia,Australia,Australia and Oceania
f7e874b1-b8a6-4a3a-88b5-0d97de5e4d59,7434_Schwefel 2054,Schwefel,91,Dornbirn,6850,Austria,Austria,Europe
2bb837e4-c578-4371-8667-22b487d52cad,7483_Mariengasse 0800,Mariengasse,45,Graz,8020,Austria,Austria,Europe
e38d2551-d8fb-47f0-8a00-b697300858ed,7422_Puntigamer 2055,Puntigamerstraße,127,Graz,8055,Austria,Austria,Europe
cd392d1e-a85f-4162-a853-a712ae666ec2,7433_FranzWerner 0891,Dr. Franz-Werner-Straße,30,Innsbruck,6020,Austria,Austria,Europe
a4e47436-5fc4-4d5e-82a9-637a72f236b8,7433_KaufhausTyrol 2056,Kaufhaus Tyrol Maria-Theresien-Straße,31,Innsbruck,6020,Austria,Austria,Europe
e874a424-1836-4414-b03a-01f402398dd4,7423_Ruprecht 1187,St. Ruprechter Straße,113,Klagenfurt,9020,Austria,Austria,Europe
9481bf09-bdef-4db2-a2dd-f4b78428de03,7484_Spitalberg 1434,Spitalbergweg,20,Klagenfurt,9020,Austria,Austria,Europe
8cdde3f1-50cd-4c38-a75b-e4cae10d2fd0,7431_Schatzdorfer 2057,Schatzdorferstraße,9,Linz,4020,Austria,Austria,Europe
bb9dd026-066a-4aa0-8a5e-be48b45c6bc9,7485_PrinzEugen 1435,Prinz-Eugen-Straße,17,Linz,4020,Austria,Austria,Europe
f34a5186-0055-47b8-b409-0675d2559db3,7432_EugenMüller 2059,Eugen-Müller-Straße,14,Salzburg,5020,Austria,Austria,Europe
dc8b97c2-3f8c-460f-aea8-6471d5aa012b,A050_DaxLueg 1558,Dax-Lueg-Straße,63,Salzburg,5023,Austria,Austria,Europe
bb8bb3bd-13f5-4b18-9441-85b72fe357ed,7485_Ziegelei 1436,Ziegeleistraße,18,Salzburg,5020,Austria,Austria,Europe
052e3165-bf60-4990-809d-0bc066247f00,7422_Seiersberg 0679,Office Center Seiersberg,04-03-2004,Seiersberg,8055,Austria,Austria,Europe
751633a3-ffab-4777-8126-594f0d81b393,2500 Apartment Hejduk 1040. Argentinierstr. 11 0052,Haus B Top 2.03. Argentinienstr.,11,Vienna,1040,Austria,Austria,Europe
789bba76-92d4-41b7-a17d-bc1438fffed2,7440_WienMitte 0709,Landstraße,-,Vienna,1030,Austria,Austria,Europe
ab567bd3-e9af-4c90-b280-c036c6ce9ed0,Beijing District Training Lenter- - -1572 1574,NULL,NULL,NULL,NULL,China,Beijing,Asia
0f62cc19-e221-4ea0-8b6f-d54a2116e19a,建新北区46号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
f650322f-5f08-41b9-9bbb-b593d692b6ed,凤凰嘴村122号1号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
a6a16e03-d382-4718-8c1a-b29904efa806,盛吉街1号,NULL,NULL,NULL,NULL,China,Beijing,Asia
dd5bb43a-d13e-4a84-a90c-a5a0a9841e38,丰台新村街道办事处,NULL,NULL,NULL,NULL,China,Beijing,Asia
7113b189-6ef4-4761-9113-fbecf65a1628,草桥欣园四区1号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
0d7c8ba5-6136-4ae7-b014-54dc00de5684,亦庄三洋里21号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
7c6b2b15-f4c1-40a1-b3c5-4eb29f373411,西风华园三期5号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
c90fcab7-8ba6-4352-bf2f-693ed7dd3226,庄胜城,NULL,NULL,NULL,NULL,China,Beijing,Asia
d424d657-ea43-46b4-87d6-7f89b00c09f6,北湖灏苑2区1号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
ed2584e1-52a3-482e-89e2-25ece8665dd4,慈云寺北里112号楼,NULL,NULL,NULL,NULL,China,Beijing,Asia
68ecaf7b-be3b-48bc-bf1e-20473f3ab586,紫荆香谷1幢,NULL,NULL,NULL,NULL,China,Beijing,Asia
7e44454e-d764-42eb-a95c-275e17112f6b,利泽西园,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
3e80223c-6ae7-4873-8da3-1db7eafd0334,三元里北小街4号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
6d66d033-1122-48ac-bdde-1bfd5282b2b9,金隅通和园106号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
f77cf927-0b24-45a5-a9e7-1766cef0bcca,杨庄小区22号,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
fbfd6672-bebd-461a-af8f-32de69997f17,龙水路22号院,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
4c088e9e-ac0e-4047-ab94-7ff9db9986d7,金隅景和园七区6号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
17830df6-aca2-4a77-b085-6d5e02ec24ab,关东唐北街,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
4e634f6a-44b6-47e4-85bb-6e0cc5dcd7c2,东直门内大街16号,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
3f669580-3104-4337-b145-654cba9526c1,富河园21号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
feb7a983-3c94-477c-b99a-58dd53ccbac0,毛纺南绒3号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
2281ed43-cd6b-4c29-985b-f88f08954d5c,三丰里小区16号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
cdf47ec9-fe6e-46f0-bb66-988717c4635e,酒仙桥村,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
c6df7416-c90a-4cf8-b913-b10e5ae185e8,北京市,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
eddaeb38-c51b-44df-a135-d131cc649a01,香炉营东巷二号院,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
916b994f-87f5-4719-963b-cedf54541f2f,旧宫新苑南区7号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
d1e81d1f-eab4-4190-ad45-ca16b720bf02,锦芳路1号院2号楼,NULL,NULL,NULL,NULL,China,Beijing Shi,Asia
64558a4a-cb64-4340-a3d3-b499f53c8b68,Storage room LIFT-IT- - -690 0692,Rouwbergskens,4,Beerse,2340,Belgium,Belgium,Europe
1a351f8e-32d3-4798-8820-5092e9fc7e1a,Garage Flenu- - -680 0682,Rue du moulin d'en haut,112,Flenu,7012,Belgium,Belgium,Europe
b4c2631f-743d-4a5f-987d-40b104e8f032,Office space- - -716 0718,Chaussée impériale,91,Gilly,6060,Belgium,Belgium,Europe
c3787772-2009-4819-be38-2f6aea3ad60b,Furnished appartment Ixelles- - -681 0683,Immeuble Solbosch. av brillat-savarin,101,Ixelles,1050,Belgium,Belgium,Europe
1182a6ee-dada-40b6-8b3b-3827f3d865c9,Office building Le Roeulx- - -685 0687,Hall industriel 45 Rue de la station,142,Le Roeulx,7070,Belgium,Belgium,Europe
44a27183-f8d3-49ce-948a-88346b3fbd54,Office building Bouge- - -679 0681,Rue de Coquelet,134,Namur,5000,Belgium,Belgium,Europe
3275c9d0-1714-486a-8898-a0750c4244af,Warehouse Nieuwpoort- - -688 0690,Toevluchtweg,7B,Nieuwpoort,8620,Belgium,Belgium,Europe
0800e16e-6ed7-4a9d-80d7-857450c7eb2b,Office building- - -684 0686,Torhoutsesteenweg,453,Oostende,8400,Belgium,Belgium,Europe
ad252e1d-5273-47af-9e70-1f37b95a09a7,Garage Tournai- - -686 0688,Boulevard des déportés,58 gge 14,Tournai,7500,Belgium,Belgium,Europe
10d90dac-adcc-4df0-bd2c-2b47edd57ddd,Office building LIFT-IT- - -691 0693,Hofeinde,30,Vosselaar,2350,Belgium,Belgium,Europe
a6f33a74-f5f0-4874-91c6-72652b2c15c0,Office building Zwijndrecht- - -687 0689,Westpoort,62,Zwijndrecht,2070,Belgium,Belgium,Europe
8c4b7ab9-2fe7-40dc-9481-09723746f9c7,Parkplätze Tegel- - -249 0251,NULL,NULL,NULL,NULL,Germany,Berlin,Europe
4162674c-780b-4c9f-a248-ff6e588d6faf,Offices BIH- - -1386 1388,Fra Andela Zvizdovica,1,Sarajevo,71120,Bosnia and Herzegovina,Bosnia and Herzegovina,Europe
ae6f75bf-6c56-40dc-a5d2-9e20a2ba0ab1,INDUSTRIAL GABORONE- - -1387 1389,PLOT 20695. BLOCK 3 INDUSTRIAL GABORONE,1,Gaborone,n.a,Botswana,Botswana,Africa
8d41db60-5c57-46f1-94b7-e55fe9c146ee,Shed Osasco 2333,Rua Amador bueno,1211,Osasco,6230100,Brazil,Brazil,South America
1d4d893a-5199-42d1-9d54-8be3733947a8,CADUCEU EMPREENDIMENTOS PARTICIPAÇÕES LTDA 2500,Rua Conde Da Boa Vista,1612,Recife,50060-001,Brazil,Brazil,South America
ba3dfd56-8a24-4da9-a38f-7ab2d8f60013,Branch Office Rio de Janeiro 2334,AV Ayrton Senna,4701,Rio de Janeiro,22775002,Brazil,Brazil,South America
a15f5b21-0a9e-463b-baad-af2343164b27,Setia Kenangan- - -1035 1037,6th Floor. Setia Kenangan Office Block. Setia Kenangan Complex,Level 7,Bandar Seri Begawan,BE1518,Brunei,Brunei,Asia
72954938-8a33-4c82-b388-ca7e5e237ccc,KB Room- - -1036 1038,Lot 4650.  X3. Spg 454. Jln Maulana,6,Kuala Belait,KA1931,Brunei,Brunei,Asia
9b812e02-8f24-455d-93e2-2fd14cbbc3c5,Office- - -1085 1087,Exchange Square building. Sangkat Wat Phnom. Khan Daun Penh,Unit 706 & 707,Phnom Penh,855,Cambodia,Cambodia,Asia
6c16d2b9-d66e-42be-a350-b4b4c04cdd93,T20-01.Edmonton Office T20-01,116th Avenue,15006,Edmonton,T5M 3T4,Canada,Canada,North America
d0dfc0de-e7c3-4b58-afe6-4816b3cf68e3,T40-01.Hamilton Office T40-01,Cormorant Road,1377,Hamilton,L9G 4V5,Canada,Canada,North America
72bc70f3-07b6-4cff-9dc4-85b400d61f7c,300 Barton Street- - -1419 1421,Barton Street,300,Hamilton,3240,Canada,Canada,North America
4dd75e41-026c-418b-97fd-6dad03e2a305,T70-01.Montreal Office T70-01,Dalton Road,8573-8577,Mont-Royal,H4T 1V5,Canada,Canada,North America
17365bff-ba4d-41df-b28e-683e0ac6a8af,T60-01.Ottawa Office T60-01,Conroy Road,3030,Ottawa,K1G 6C2,Canada,Canada,North America
d21a7246-e6b7-4147-a282-aa58e33b5365,T70-02.Quebec Office T70-02,Avenue Saint-Jean-Bapiste,165-955,Quebec,G2E 5J5,Canada,Canada,North America
b78eaca3-fd94-444a-ac96-fc8e709e02ed,Agence TANGER - - -704 0706,Rue Gibraltar (Ste Eurafra)- Tanger,-,Tanger,90060,Canada,Canada,North America
5f12bc5f-1c21-49e7-93bb-2beb0cc8876c,T50-01.T50/HQ Office T50-01,McNicoll Ave,3640A,Toronto,M1X 1G5,Canada,Canada,North America
9b9b211b-e0fc-45ef-bfed-1c31cbcd4c12,T10-02.Vancouver Office T10-02,William Street,1206,Vancouver,V6A 2J2,Canada,Canada,North America
d3f86255-35a7-4ff1-838e-92ba8de638a7,T10-01.Victoria Office T10-01,Bay Street,466,Victoria,V8T 5H2,Canada,Canada,North America
c90e1558-e16e-4c7e-9b79-ec90346624d6,Sportplatz Perlen- - -765 0767,Rooterweid,n. a.,Perlen,6035,NULL,CH,NULL
c4dbcc47-61df-4f1e-be35-b748385ae268,Sucursal Antofagasta- - -639 0641,Calle Copiapó. oficina No. 1,1071,Antofagasta,1240000,Chile,Chile,South America
b020a7d2-038a-413f-931d-e4b52ce40b0f,Sucursal Concepción- - -640 0642,Calle Oronpello,153,Concepción,4030000,Chile,Chile,South America
1523e5a2-5d49-44cd-968c-d1a2b8d68d01,Oficina La Serena- - -641 0643,Calle Cordovez. oficina no. 315,540,La Serena,1700000,Chile,Chile,South America
5dc1a2e7-8d35-4fb7-a909-7570cb705419,Oficina Puerto Montt- - -642 0644,Calle San Martín. oficina no. 201,230,Puerto Montt,5480000,Chile,Chile,South America
d8e6d79c-3231-4558-b488-6e287a344619,Sucursal Rancagua- - -643 0645,Calle Cáceres. Edificio Aguamarina,346,Rancagua,2820000,Chile,Chile,South America
0a3e78b8-eec5-4def-9368-3be37471603f,Torre Ciudad - Piso 12- - -646 0648,Avenida Nueva Providencia. Piso 12 Oficina 120,1901,Santiago,7500000,Chile,Chile,South America
7125ddc4-1910-4920-a67e-8ae2c9f8fc43,Sucursal Temuco- - -645 0647,Calle Viertel,548,Temuco,4780000,Chile,Chile,South America
e4b4363b-3e23-4160-a680-501524f8db39,Sucursal Viña del Mar- - -647 0649,Calle 4 Poniente,220,Viña del Mar,2520000,Chile,Chile,South America
d217c130-9e5e-4be8-b496-f0bc0fe0f22c,汇博上谷大观,河北省保定市竞秀区朝阳北大街2238号汇博上谷大观,NULL,Baoding,071051,NULL,China,NULL
cd130d36-4d76-445c-a910-3ddfc29fccd4,富力城4期H区1号楼,包头市九原区沙河街道富力城4期H区1号楼,NULL,Baotou,10000,NULL,China,NULL
2037c421-4fce-4866-bd46-06731838ba8f,通城胡同,北京市密云区通城胡同,NULL,Beijing,101500,NULL,China,NULL
da1fd9fa-7591-4de6-85a7-519716bf0b8d,嘉园一里小区,北京市丰台区嘉园一里小区,NULL,Beijing,100000,NULL,China,NULL
99c70fe7-313c-49a7-b734-546561868e27,义和庄东里,北京市大兴区义和庄东里,NULL,Beijing,102600,NULL,China,NULL
eeb6f651-807c-491c-9892-6042fc0650d6,城市经典,北京丰台新村街道办事处城市经典,A座804,Beijing,100070,NULL,China,NULL
e4a3a463-fe2d-4738-992a-92a91f5ad583,空港新苑,大兴新机场工区大兴区空港新苑6-3-2-1403,NULL,Beijing,100000,NULL,China,NULL
9d1ef5e8-50a9-4ddd-86c0-924594963a67,亦庄三羊里,北京亦庄三羊里,NULL,Beijing,100000,NULL,China,NULL
b8545e30-a38f-438d-aa0c-8904fe886058,椿树园,五工区西城区椿树园,NULL,Beijing,100000,NULL,China,NULL
07bab0ee-8a6c-48d3-b289-83ff4a595d0a,管村12号院,工区东城区（崇文区）管村12号院,NULL,Beijing,100000,NULL,China,NULL
4afffb61-596d-47bf-bedf-e2c9ed9164c3,管村12号院-1,北京市东城区（崇文区）管村12号院,NULL,Beijing,100010,NULL,China,NULL
9e4f3873-2a97-4e5b-b69e-bc56f9305a9b,光华东里,北京市朝阳区光华东里,NULL,Beijing,100000,NULL,China,NULL
0e10e46d-03f2-4708-97a3-938fa36cd07e,绿都花园,滨州市绿都花园,NULL,Binzhou,256600,NULL,China,NULL
805fe66f-abbd-4dfa-a648-f7c3a47f639c,宏宇城商住小区,沧州市运河区新华西路北侧宏宇城商住小区,NULL,Cangzhou,5000,NULL,China,NULL
8bc01a09-1b0c-49ef-9e83-8d573bffa636,湖湾世景小区,长沙市星沙街道湖湾世景小区,NULL,Changsha,410000,NULL,China,NULL
ff58c138-d007-4737-b1ec-521d7ed158cd,第六都兴业,湖南办公室长沙房屋租赁合同第六都兴业,NULL,Changsha,41000,NULL,China,NULL
6980bafd-8823-43d3-a033-fcf6bd568161,意溪镇上津村中心路147号,潮州市湘桥区意溪镇上津村中心路147号,201号房,Chaozhou,521000,NULL,China,NULL
82f2cd6f-546d-4abe-8891-ff69bfde8607,银石广场,成都市锦江区红星路三段99号银石广场,NULL,Chengdu,610000,NULL,China,NULL
8360ea34-238f-4882-9d1b-f7547c0c64af,天和西一街南晶国际,四川省成都市高新区天和西一街南晶国际,NULL,Chengdu,610000,NULL,China,NULL
0692d9dd-d4a0-4e36-9054-f9467f97a8c4,天香路1号,四川省成都市温江区天香路1号,4栋5楼501号,Chengdu,610000,NULL,China,NULL
3e1a9e71-beb1-459c-baff-9a2587c16978,环湖中路54号,四川省成都市东坡区环湖中路54号,2单元4层2号,Chengdu,610000,NULL,China,NULL
3aecb629-2b35-4c97-a628-b93e713dab2d,武侯区双楠路60号,四川省成都市青羊区双清中路98号,NULL,Chengdu,610000,NULL,China,NULL
34f88ccd-b5d6-4b62-b194-ca14a0db8e10,万家和花园,四川省成都市新都区电子路498号万家和花园,NULL,Chengdu,610000,NULL,China,NULL
34b29364-55f0-43aa-bb51-da3011f90bd5,双华麓港,四川省成都市天府新区华阳街道天府大道南段2036号双华麓港,NULL,Chengdu,610000,NULL,China,NULL
3d7ce7d3-b0fb-4b7c-aab6-50d01b4b75a8,中和大道一段99号,四川省成都市高新区中和大道一段99号领馆区1号,NULL,Chengdu,610000,NULL,China,NULL
790fd3b0-7282-4083-9e23-0065ce0532da,协和上街西南小区206号,四川省成都市天府新区华阳街道协和上街西南小区206号,NULL,Chengdu,610000,NULL,China,NULL
cbc3eefc-1d53-4544-ab07-29bdf8500a96,保水南二街保税逸苑小区,四川省成都市天府新区保水南二街保税逸苑小区,5栋一单元201号,Chengdu,610000,NULL,China,NULL
a4bcc680-7c1b-4af0-a006-31422679b606,新津县花桥镇金桥村2组,四川省成都市新津县花桥镇金桥村2组,140栋1单元2层1号,Chengdu,610000,NULL,China,NULL
8ccd35a3-e042-44db-a1f5-3ab755f53fde,柳城镇万春北路138号,四川省成都市温江区柳城镇万春北路138号,NULL,Chengdu,610000,NULL,China,NULL
4542b8cf-efc9-433d-b725-33bbf977e241,协和街河池路桂花苑,四川省成都市双流区协和街河池路桂花苑,4-4-502,Chengdu,610000,NULL,China,NULL
60079ef9-4b1b-4dc6-97d4-1f8bb8b3b2aa,湖彩路88号,重庆市北部新区湖彩路88号,NULL,Chongqing,400000,NULL,China,NULL
e670839a-e111-4d9b-9017-593c6c214043,桥北苑5号,重庆市江北区桥北苑5号附4号,NULL,Chongqing,400000,NULL,China,NULL
cb0c396c-84bc-45d9-960e-91cfdd15abd6,Chongqing Office 002- - -1747 1749,Chongqing Yuzhong Qu Minzu Road,188,Chongqing,100000,China,China,Asia
3bac7fe4-430b-4234-8968-bbf251d434ce,千江凌云,重庆市巴南区千江凌云,NULL,Chongqing,400000,NULL,China,NULL
eb236380-6c38-47c8-9776-96a28ef12816,吉庆路54号,重庆市南岸区吉庆路54号,NULL,Chongqing,400000,NULL,China,NULL
95cdd726-6a02-45a9-8bb7-97dee12d557f,兴隆街96号,重庆市渝中区兴隆街96号,NULL,Chongqing,400000,NULL,China,NULL
7d01fc88-e7ed-41c2-9d6a-fda42e24c30e,Chongqing Office 001- - -1746 1748,Chongqing Yuzhong Qu Minzu Road,188,Chongqing,100000,China,China,Asia
5d231b1c-b50d-491c-afd3-3bb50341be6e,Dalian Warehouse- - -1797 1799,32th floor. 1st Building Shidaihaoting. No.50 Renmin Rd. Zhongshan Dist,32th floor. 1st Building Shida,Dalian,100000,China,China,Asia
79b11d28-f83e-4f4a-b97a-8101e4f73548,一环路东段52号,四川省德阳市中江县凯江镇一环路东段52号,NULL,Deyang,618000,NULL,China,NULL
f716d8d1-2a38-47c4-8e13-c5ea9495edef,白河巷48号,四川省德阳市旌阳区白河巷48号,2栋2-1-2号,Deyang,610000,NULL,China,NULL
26cb3f31-d5bf-4d63-88c3-8f67271258dc,Guang dong office- - -417 0419,Fo shan chan cheng nan No.100 building1 604,No.100 building1 604,Fo shan city,528000,China,China,Asia
